Order Number,Company Name,Customer ID,Total Order Amount,Order Amount
58303,Canyon Wheels Works,4123035,849.6,12/11/24
58310,Urban Spokes Inc,8417821,124.8,12/11/24
58319,Rugged Spokes Systems,8437653,410.37,12/12/24
58324,Iron Riders LLC,2364374,597.72,12/12/24
58327,Iron Motion Group,3045824,615.45,12/12/24
58329,Wild Trails Group,1248479,293.29,12/12/24
58331,Velvet Adventure Co,7293528,292.68,12/12/24
58345,Trail Motion Works,8447954,282.91,12/13/24
58368,Urban Cycles Works,4106322,381.85,12/16/24
58370,Rugged Motion Outdoors,1056050,298.17,12/16/24
58372,Summit Motion Studio,2514947,141.4,12/16/24
58374,Trail Gear Corp,1879198,559.62,12/16/24
58377,Summit Wheels LLC,2116369,163.8,12/16/24
58381,Summit Outfitters Group,4574224,9308.27,12/16/24
58384,Summit Outfitters Group,4574224,2718.91,12/16/24
58387,Summit Riders LLC,8472776,210.83,12/17/24
58391,Summit Motion Corp,3382959,207.16,12/17/24
58392,Wild Spokes Systems,2294806,103.68,12/17/24
58395,Canyon Cycles LLC,1200842,786,12/17/24
58397,Canyon Motion Group,8480343,569.11,12/17/24
58403,Velvet Spokes Inc,8481721,149.08,12/18/24
58405,Trail Motion Co,3424254,123.19,12/18/24
58407,Rugged Gear Inc,7479262,135.58,12/18/24
58409,Iron Spokes Studio,8564791,601.6,12/18/24
58412,Wild Motion Outdoors,1219441,2419.81,12/19/24
58415,Wild Spokes Systems,2294806,248.89,12/19/24
58419,Wild Adventure Co,8571995,281.28,12/19/24
58420,Urban Outfitters Inc,8585554,392.28,12/19/24
58421,Summit Motion Systems,2404243,387.48,12/19/24
58422,Rugged Peaks Systems,8625831,345.67,12/19/24
58425,Swift Outfitters Works,3501288,1380.22,12/20/24
58429,Urban Outfitters Inc,8585554,54,12/20/24
58430,Rugged Peaks Works,4497611,96.61,12/20/24
58449,Urban Wheels Outdoors,4310390,498.48,12/26/24
58450,Crimson Spokes Collective,8670518,214.99,12/26/24
58464,Wild Riders Studio,2747054,46.72,12/30/24
58465,Summit Motion Studio,2514947,482.82,12/30/24
58466,Crimson Motion Group,1682530,161.64,12/30/24
58467,Wild Riders Inc,6035512,337.76,12/30/24
58469,Trail Cycles Group,2230965,587.97,12/30/24
58488,Urban Motion Systems,1121659,263.69,1/2/25
58497,Summit Outfitters Group,4574224,4928.3,1/3/25
58499,Crimson Spokes LLC,5967590,141.06,1/4/25
58500,Iron Trails Works,8715646,161.59,1/4/25
58505,Trail Peaks Co,6322574,595.68,1/5/25
58514,Trail Gear Co,5326624,308.98,1/6/25
58515,Velvet Outfitters Co,5658132,713.91,1/6/25
58518,Canyon Cycles LLC,1200842,1950,1/7/25
58526,Rugged Motion Group,8717213,524.22,1/8/25
58528,Rugged Gear Co,8776013,554.48,1/8/25
58529,Velvet Gear Studio,3322902,238.22,1/8/25
58532,Swift Outfitters Works,3501288,944.49,1/9/25
58533,Wild Cycles Corp,8777872,375.08,1/9/25
58535,Iron Wheels Systems,3029003,289.16,1/9/25
58544,Summit Peaks Group,5095876,2844.83,1/12/25
58558,Canyon Cycles LLC,1200842,1242,1/13/25
58561,Canyon Wheels Outdoors,1783522,9068.84,1/14/25
58564,Wild Motion Studio,1398859,822.56,1/14/25
58569,Crimson Gear Co,5605278,319.6,1/15/25
58570,Iron Spokes Outdoors,3721200,338.36,1/15/25
58574,Trail Cycles Inc,2816943,170.96,1/15/25
58581,Swift Outfitters Outdoors,1465820,835.8,1/17/25
58582,Summit Gear Co,8779713,199.68,1/17/25
58583,Trail Spokes Co,5148022,239.63,1/17/25
58589,Iron Trails Outdoors,1317818,420.56,1/18/25
58599,Velvet Outfitters Group,5499827,1766.03,1/19/25
58604,Iron Adventure Collective,2812637,212.4,1/21/25
58605,Iron Adventure Collective,2812637,212.4,1/21/25
58606,Iron Motion Corp,2546736,3359.4,1/21/25
58607,Iron Motion Corp,2546736,1606.2,1/21/25
58614,Crimson Adventure Group,8782066,4858.2,1/22/25
58616,Urban Peaks Works,8358315,125.7,1/23/25
58619,Swift Wheels Works,1020349,281.92,1/23/25
58620,Trail Wheels Inc,5369153,237.29,1/24/25
58622,Crimson Trails Collective,8809075,238.58,1/24/25
58626,Summit Riders Corp,2408467,303.35,1/25/25
58634,Crimson Outfitters Systems,8282921,210,1/27/25
58635,Summit Trails Works,7578743,0,1/27/25
58639,Wild Outfitters Works,7286999,264.98,1/27/25
58642,Swift Adventure Works,8845120,1185.13,1/28/25
58646,Velvet Spokes Inc,8481721,72,1/28/25
58647,Wild Wheels Studio,7677898,47.21,1/28/25
58672,Wild Peaks LLC,7390413,160.73,1/29/25
58673,Urban Cycles Collective,8847407,965.87,1/30/25
58683,Iron Spokes Collective,3915308,174.98,1/30/25
58685,Urban Gear Collective,3442305,564.95,1/30/25
58688,Canyon Motion Systems,1668040,558.35,1/30/25
58705,Summit Peaks Group,5095876,907.21,2/2/25
58710,Summit Wheels Corp,7751069,468.35,2/2/25
58719,Summit Motion Corp,3382959,321.01,2/3/25
58724,Summit Wheels Corp,7751069,0,2/3/25
58726,Iron Gear Group,3837747,200.37,2/3/25
58732,Iron Adventure Systems,8857404,309.88,2/4/25
58734,Summit Spokes Group,7019170,396,2/4/25
58736,Wild Riders Studio,2747054,0,2/4/25
58739,Wild Motion Outdoors,1219441,4414.72,2/5/25
58741,Iron Motion Inc,3205973,527.75,2/5/25
58747,Trail Peaks Studio,3337304,231.95,2/6/25
58750,Summit Peaks Systems,8867520,213.29,2/6/25
58752,Urban Trails Collective,2358152,4682.72,2/7/25
58757,Summit Outfitters Group,4574224,3064.82,2/7/25
58758,Wild Gear Systems,4401290,208.28,2/7/25
58764,Crimson Cycles LLC,8874574,696.67,2/8/25
58785,Iron Wheels Corp,4768121,756.6,2/11/25
58787,Swift Motion Corp,4092995,1327.15,2/11/25
58790,Crimson Motion Systems,6393140,202.28,2/12/25
58792,Canyon Wheels Co,8881743,316.57,2/12/25
58794,Velvet Gear Studio,3322902,181.44,2/12/25
58795,Swift Adventure Collective,8884310,303.4,2/13/25
58796,Swift Adventure Collective,8884310,159,2/13/25
58798,Wild Spokes Systems,2294806,147.9,2/13/25
58801,Canyon Spokes Collective,8887876,77.76,2/13/25
58807,Iron Motion Collective,7038971,206.18,2/14/25
58811,Canyon Gear Co,8891962,272.69,2/15/25
58812,Urban Riders LLC,6196147,273.25,2/15/25
58827,Velvet Spokes Outdoors,4590236,835.2,2/18/25
58828,Rugged Peaks Works,4497611,23.42,2/18/25
58839,Trail Motion Studio,8900823,2430.13,2/20/25
58843,Canyon Cycles LLC,1200842,2304,2/20/25
58861,Crimson Wheels Group,8901047,373.06,2/24/25
58867,Swift Spokes Systems,1144409,6.87,2/25/25
58871,Wild Spokes Systems,2294806,433.58,2/25/25
58877,Canyon Cycles Collective,8901724,207.35,2/26/25
58880,Trail Outfitters Systems,8904599,468.35,2/26/25
58884,Wild Peaks Co,7750477,72.73,2/27/25
58887,Trail Outfitters Systems,8904599,0,2/27/25
58888,Swift Adventure Systems,2813383,2664,2/27/25
58891,Iron Motion Studio,3655951,763.8,2/27/25
58915,Canyon Adventure Inc,4657154,837,3/2/25
58917,Dicks Sporting Good,3825890,20068.96,3/2/25
58922,Summit Spokes Group,7019170,315.38,3/3/25
58925,Summit Wheels Outdoors,5309180,231.89,3/3/25
58929,Trail Cycles Group,2230965,185.41,3/3/25
58939,Wild Adventure Group,3336530,544.35,3/4/25
58941,Urban Adventure Corp,1128931,296.82,3/4/25
58944,Rugged Gear Corp,8907708,502.28,3/4/25
58945,Canyon Cycles LLC,1200842,1242,3/5/25
58971,Velvet Gear Co,8951733,539.78,3/6/25
58973,Wild Outfitters Works,7286999,285.14,3/6/25
58976,Iron Adventure Inc,8954145,1011,3/6/25
58980,Wild Motion Outdoors,1219441,2708.25,3/7/25
58984,Summit Wheels Collective,6237631,571.49,3/7/25
58986,Rugged Spokes Corp,4500563,3635.3,3/7/25
59014,Rugged Cycles Group,7666248,454.8,3/10/25
59019,Summit Spokes Group,7019170,72,3/10/25
59026,Iron Peaks Co,8984707,1891.78,3/11/25
59032,Trail Trails Works,7024334,783.6,3/11/25
59040,Canyon Adventure Corp,2257403,41.05,3/12/25
59042,Wild Spokes Systems,2294806,545.78,3/12/25
59043,Iron Wheels Corp,4768121,1045.2,3/12/25
59048,Rugged Cycles Corp,8985157,892.2,3/12/25
59049,Iron Adventure Outdoors,3494987,2553.42,3/13/25
59051,Swift Trails LLC,2558399,1206,3/13/25
59059,Summit Trails Corp,9060543,768,3/13/25
59060,Wild Peaks Systems,6735430,266.15,3/13/25
59065,Rugged Riders Corp,4072766,353.51,3/13/25
59068,Urban Trails Collective,2358152,742.8,3/14/25
59070,Crimson Cycles Systems,6021040,205.2,3/14/25
59071,Rugged Trails Group,7782393,83.76,3/14/25
59077,Iron Spokes Outdoors,3721200,291.98,3/15/25
59081,Wild Riders Inc,6035512,351.98,3/16/25
59085,Swift Outfitters Studio,9071191,541.49,3/16/25
59090,Crimson Outfitters Systems,8282921,164.81,3/17/25
59092,Canyon Cycles Corp,9085774,760.8,3/17/25
59093,Wild Riders Co,5759274,349.2,3/17/25
59094,Velvet Gear Studio,3322902,145.75,3/17/25
59096,Velvet Spokes Co,9100443,1115.7,3/18/25
59097,Velvet Outfitters LLC,3814247,1904.42,3/18/25
59102,Wild Spokes Systems,2294806,258.95,3/18/25
59103,Wild Spokes Systems,2294806,180.98,3/18/25
59106,Urban Peaks Inc,1255019,344.79,3/18/25
59107,Iron Trails Corp,3627968,494.18,3/19/25
59110,Velvet Gear Collective,9106238,540.95,3/19/25
59114,Wild Spokes Systems,2294806,269.78,3/19/25
59115,Summit Adventure Collective,1668942,139.61,3/19/25
59116,Rugged Spokes Systems,8437653,340.48,3/19/25
59117,Wild Peaks Systems,6735430,183.98,3/19/25
59121,Crimson Wheels Outdoors,2888243,4560.48,3/19/25
59123,Canyon Cycles LLC,1200842,2883.6,3/20/25
59128,Canyon Cycles Inc,9109317,124.55,3/20/25
59129,Summit Outfitters Studio,2301777,961.2,3/20/25
59130,Swift Trails Corp,9124239,110.22,3/20/25
59132,Iron Peaks LLC,2236936,707.22,3/20/25
59134,Canyon Motion LLC,3413366,528.68,3/20/25
59135,Trail Motion Outdoors,9128912,1478.46,3/20/25
59137,Rugged Adventure Works,3979459,588.85,3/20/25
59142,Iron Outfitters Group,6842176,294.35,3/21/25
59143,Iron Peaks Works,9182403,660.13,3/21/25
59146,Urban Outfitters LLC,5992954,554.18,3/21/25
59151,Trail Motion Systems,4753113,512.09,3/22/25
59152,Velvet Trails Systems,1946734,331.72,3/22/25
59157,Rugged Outfitters Collective,2277258,312.25,3/22/25
59174,Urban Outfitters LLC,5992954,0,3/24/25
59176,Urban Riders LLC,6196147,224.04,3/24/25
59177,Summit Motion Corp,3382959,411.28,3/24/25
59180,Urban Riders Collective,6019775,182.92,3/24/25
59185,Canyon Adventure Studio,5062961,318.35,3/24/25
59190,Swift Trails Corp,9124239,106.2,3/24/25
59193,Velvet Peaks LLC,9186509,116.27,3/25/25
59195,Canyon Motion Outdoors,8401460,170.68,3/25/25
59197,Summit Adventure Collective,1668942,176.69,3/25/25
59198,Summit Adventure Collective,1668942,181.01,3/25/25
59199,Summit Adventure Collective,1668942,83.76,3/25/25
59200,Summit Adventure Collective,1668942,203.21,3/25/25
59201,Summit Adventure Collective,1668942,83.76,3/25/25
59202,Summit Adventure Collective,1668942,374.69,3/25/25
59208,Canyon Wheels Outdoors,1783522,7037.89,3/26/25
59209,Urban Motion Co,9216615,641.74,3/26/25
59211,Urban Outfitters Works,2644414,441,3/26/25
59212,Swift Wheels Systems,1354732,503.48,3/26/25
59215,Velvet Outfitters Group,5499827,841.2,3/26/25
59221,Trail Gear Corp,1879198,660.29,3/27/25
59222,Crimson Trails Corp,3134246,239.6,3/27/25
59224,Trail Gear Corp,1879198,0,3/27/25
59225,Summit Adventure Collective,1668942,297.89,3/27/25
59232,Urban Motion Systems,1121659,645.95,3/28/25
59235,Canyon Motion Systems,1668040,225.95,3/28/25
59245,Velvet Gear Group,1237289,790.84,3/29/25
59259,Iron Riders Systems,8381664,183.98,3/30/25
59269,Summit Riders Corp,2408467,369.95,3/31/25
59283,Rugged Wheels Systems,2642940,149.48,4/1/25
59292,Crimson Trails Outdoors,3453994,603.89,4/1/25
59299,Wild Spokes Systems,2294806,184.5,4/1/25
59300,Urban Motion LLC,1834662,304.62,4/2/25
59302,Urban Adventure Inc,9258384,231.78,4/2/25
59303,Summit Outfitters Works,6297555,518.09,4/2/25
59308,Trail Motion Group,1163295,468.35,4/2/25
59310,Urban Peaks Works,8358315,189.98,4/2/25
59311,Trail Cycles Inc,2816943,155.1,4/2/25
59313,Canyon Cycles LLC,1200842,1536,4/3/25
59315,Iron Trails Group,4115008,576.73,4/3/25
59329,Crimson Peaks LLC,5755565,401.75,4/4/25
59330,Wild Cycles Studio,8085728,159.18,4/4/25
59339,Wild Peaks Group,3918474,279.95,4/5/25
59341,Crimson Spokes LLC,5967590,224.65,4/5/25
59351,Trail Motion Systems,4753113,350.65,4/6/25
59354,Velvet Adventure Corp,5784795,796.2,4/6/25
59356,Wild Riders Group,7672579,410.18,4/6/25
59358,Canyon Cycles LLC,1200842,1578,4/7/25
59359,Wild Peaks Studio,9271325,1542.11,4/7/25
59362,Rugged Adventure Corp,4667583,201,4/7/25
59363,Urban Cycles Studio,8379029,0,4/7/25
59367,Iron Peaks Inc,9293310,3543.4,4/7/25
59376,Summit Cycles Co,7151866,539.6,4/8/25
59378,Wild Spokes Systems,2294806,229.55,4/8/25
59381,Wild Spokes Systems,2294806,299.18,4/8/25
59383,Trail Outfitters Outdoors,6748478,768,4/9/25
59384,Swift Wheels Group,9299679,399.35,4/9/25
59387,Velvet Motion Systems,2182169,299.53,4/9/25
59390,Wild Trails Outdoors,7179192,218.09,4/10/25
59392,Wild Peaks Systems,6735430,112.57,4/10/25
59396,Urban Trails Studio,1243917,1676.4,4/11/25
59402,Summit Riders Studio,3902976,1570.8,4/11/25
59410,Swift Motion Outdoors,3362851,282.35,4/11/25
59424,Iron Trails Outdoors,1317818,566.18,4/12/25
59444,Wild Motion Outdoors,1219441,3796.45,4/14/25
59445,Trail Peaks Corp,7703740,361.2,4/14/25
59449,Summit Riders Corp,2408467,289.48,4/14/25
59452,Swift Outfitters Works,3501288,537.01,4/14/25
59456,Velvet Riders Group,9319220,57.38,4/14/25
59460,Swift Cycles Systems,9344937,393.08,4/14/25
59484,Velvet Cycles Group,5639393,558.74,4/15/25
59486,Summit Motion LLC,2276959,2387.4,4/15/25
59487,Summit Wheels LLC,2116369,109.2,4/15/25
59488,Wild Spokes Systems,2294806,76.8,4/15/25
59495,Summit Outfitters Systems,9367129,205.16,4/16/25
59503,Crimson Wheels Collective,2956409,358.62,4/16/25
59511,Rugged Riders Group,4282092,614.22,4/16/25
59543,Summit Riders Co,9393957,2854.43,4/19/25
59545,Summit Trails Inc,7414248,533.15,4/19/25
59558,Wild Peaks Systems,6735430,142.58,4/21/25
59559,Wild Peaks Systems,6735430,170.1,4/21/25
59560,Wild Outfitters Group,1159124,5.71,4/21/25
59566,Iron Adventure Collective,2812637,2700,4/21/25
59567,Iron Adventure Collective,2812637,3056.4,4/21/25
59568,Summit Spokes Group,7019170,1369.8,4/21/25
59569,Swift Spokes Group,3217982,854.4,4/21/25
59571,Iron Wheels Corp,4768121,750,4/21/25
59578,Summit Wheels Outdoors,5309180,457.49,4/21/25
59579,Velvet Gear Studio,3322902,152.04,4/21/25
59582,Trail Adventure Outdoors,7598542,328.55,4/21/25
59586,Rugged Riders Corp,4072766,234.63,4/21/25
59600,Canyon Spokes Works,1811506,465.98,4/22/25
59603,Urban Wheels Outdoors,4310390,262.49,4/22/25
59606,Canyon Motion Systems,1668040,344.15,4/22/25
59607,Urban Peaks LLC,6943408,238.52,4/22/25
59618,Velvet Gear Group,1237289,447.14,4/23/25
59622,Summit Trails Corp,9060543,113.7,4/23/25
59631,Canyon Motion Inc,4990571,534.6,4/23/25
59632,Crimson Wheels LLC,1147937,711.64,4/23/25
59634,Urban Adventure Corp,1128931,584.82,4/23/25
59640,Canyon Trails LLC,9395846,378.98,4/23/25
59642,Velvet Wheels LLC,9462254,127.57,4/23/25
59643,Summit Outfitters Systems,9367129,115.83,4/24/25
59644,Summit Riders Group,9513627,486.98,4/24/25
59662,Swift Outfitters Works,3501288,1087.67,4/25/25
59663,Iron Motion Inc,3205973,414.95,4/25/25
59664,Velvet Spokes Systems,7360873,4994,4/25/25
59668,Urban Peaks Inc,1255019,294.23,4/25/25
59669,Canyon Cycles LLC,1200842,3132,4/26/25
59675,Trail Cycles LLC,5455306,459.25,4/26/25
59686,Crimson Cycles Systems,6021040,444.6,4/28/25
59689,Urban Trails LLC,3263137,1354.5,4/28/25
59690,Rugged Adventure Inc,3166888,381.8,4/28/25
59691,Velvet Riders Collective,8329197,870.6,4/28/25
59709,Canyon Motion Works,5916738,2312.4,4/29/25
59711,Urban Adventure Corp,1128931,121.99,4/29/25
59712,Crimson Peaks Outdoors,3844154,422.18,4/29/25
59713,Trail Gear Inc,2783242,308.22,4/29/25
59716,Trail Peaks Outdoors,9514412,5921.18,4/29/25
59720,Trail Riders Group,1652483,762,4/30/25
59722,Summit Outfitters Group,4574224,5521.37,4/30/25
59729,Swift Outfitters Outdoors,1465820,529.49,4/30/25
59730,Summit Riders LLC,8472776,0,4/30/25
59733,Swift Outfitters Outdoors,1465820,267.29,5/1/25
59735,Urban Riders LLC,6196147,500.18,5/1/25
59738,Iron Spokes LLC,9523300,392.09,5/1/25
59744,Velvet Motion Studio,6208076,791.4,5/1/25
59753,Trail Riders LLC,9523897,436.9,5/2/25
59757,Iron Motion Corp,2546736,3660,5/2/25
59768,Crimson Trails Corp,3134246,684.8,5/3/25
59771,Canyon Peaks Outdoors,2273506,1056,5/3/25
59772,Urban Spokes Systems,4483475,1129.2,5/3/25
59779,Rugged Spokes Corp,4500563,5938.03,5/3/25
59784,Canyon Cycles Inc,9109317,173.15,5/4/25
59792,Urban Motion Studio,1168169,333.89,5/5/25
59800,Wild Riders Co,5759274,214.2,5/5/25
59801,Canyon Spokes Group,7783985,176.5,5/5/25
59802,Crimson Trails Works,6798693,249.61,5/5/25
59820,Iron Spokes LLC,9523300,0,5/6/25
59821,Rugged Wheels Systems,2642940,0,5/6/25
59822,Wild Peaks Inc,9524103,168.01,5/6/25
59824,Wild Peaks Inc,9524103,0,5/6/25
59825,Urban Peaks Outdoors,5565446,0,5/6/25
59826,Swift Trails LLC,2558399,982.8,5/6/25
59829,Crimson Peaks Outdoors,3844154,808.2,5/6/25
59834,Rugged Outfitters Group,7139668,0,5/6/25
59835,Summit Adventure Works,4832370,169.49,5/6/25
59837,Swift Wheels Studio,9573124,461.84,5/6/25
59838,Summit Spokes Corp,9588536,119.16,5/6/25
59839,Summit Trails Co,9594846,84.98,5/6/25
59842,Urban Gear Collective,3442305,2862,5/6/25
59852,Summit Gear Group,9687706,1800,5/7/25
59857,Wild Trails Collective,9689528,0,5/7/25
59858,Wild Motion LLC,9700098,113.02,5/7/25
59861,Iron Peaks Works,9182403,418.93,5/7/25
59863,Wild Adventure Group,3336530,758.4,5/7/25
59864,Canyon Outfitters Collective,4388007,413.18,5/7/25
59866,Iron Peaks Outdoors,9876950,92.69,5/7/25
59871,Crimson Trails Co,3020084,9685.59,5/8/25
59874,Crimson Spokes Corp,5246353,482.75,5/8/25
59877,Summit Wheels LLC,2116369,153.6,5/8/25
59879,Wild Peaks Systems,6735430,149.1,5/8/25
59880,Wild Riders Co,5759274,219,5/8/25
59887,Summit Wheels Inc,5024219,130.57,5/9/25
59902,Canyon Spokes Works,1811506,356.24,5/10/25
59903,Rugged Motion Co,2538643,309.38,5/10/25
59915,Velvet Motion Group,4927799,912,5/11/25
59924,Canyon Cycles LLC,1200842,2368.5,5/11/25
59928,Trail Motion Group,1163295,101.48,5/12/25
59931,Swift Riders Collective,9898092,584.18,5/12/25
59932,Wild Peaks Outdoors,9944996,306.38,5/12/25
59935,Summit Spokes Group,7019170,0,5/12/25
59946,Swift Riders LLC,9947682,314.15,5/13/25
59948,Crimson Cycles Systems,6021040,153.6,5/13/25
59949,Rugged Gear Works,1053474,243.95,5/13/25
59950,Rugged Riders Corp,4072766,366.25,5/13/25
59952,Canyon Cycles Collective,8901724,98.87,5/13/25
59957,Swift Spokes Systems,1144409,0,5/13/25
59958,Velvet Outfitters Group,5499827,1434.23,5/13/25
59961,Velvet Adventure Group,9948197,92.69,5/14/25
59973,Iron Adventure Collective,2812637,1890.6,5/15/25
59976,Canyon Peaks Collective,5802054,761.4,5/15/25
59979,Urban Outfitters LLC,5992954,228.38,5/15/25
59981,Swift Gear Inc,4258550,643.49,5/15/25
59995,Trail Adventure Corp,5482648,294.78,5/17/25
59998,Canyon Adventure Collective,1012679,295.48,5/17/25
60023,Canyon Wheels Outdoors,1783522,8705.66,5/19/25
60024,Crimson Motion Systems,6393140,172.88,5/19/25
60025,Wild Wheels Corp,9952245,207.89,5/19/25
60026,Wild Peaks Group,3918474,170.48,5/19/25
60027,Iron Adventure Group,4779040,593.82,5/19/25
60030,Summit Riders Studio,3902976,501.35,5/19/25
60031,Rugged Outfitters Collective,2277258,561.85,5/19/25
60033,Wild Wheels Corp,9952245,0,5/19/25
60034,Iron Adventure Collective,2812637,2687,5/19/25
60035,Iron Adventure Collective,2812637,1080.6,5/19/25
60040,Trail Outfitters Works,9957708,461.63,5/20/25
60044,Summit Spokes Corp,9588536,64.71,5/20/25
60054,Urban Adventure Corp,1128931,724.36,5/20/25
60056,Urban Motion Systems,1121659,581.84,5/21/25
60060,Velvet Gear Studio,3322902,299.98,5/21/25
60065,Wild Cycles Group,4678074,370,5/22/25
60066,Iron Wheels Corp,4768121,1273.2,5/22/25
60071,Swift Trails Co,3006766,381.35,5/22/25
60072,Iron Spokes Outdoors,3721200,242.02,5/22/25
60073,Velvet Outfitters Co,5658132,619.82,5/22/25
60076,Canyon Cycles LLC,1200842,1915.2,5/22/25
60080,Urban Riders Group,8412307,264.37,5/23/25
60082,Velvet Trails Collective,9960223,397.52,5/23/25
60084,Iron Adventure Group,4779040,286.65,5/23/25
60087,Trail Wheels Collective,9988471,586.18,5/23/25
60088,Crimson Peaks LLC,5755565,324.29,5/24/25